name,npdId,year,month,day,flare,flareUom,flareMass,flareMassUom,coldVentCO2,coldVentCO2Uom,coldVentGas,coldVentGasUom,coldVentGasMass,coldVentGassMassUom,fuelDiesel,fuelDieselUom,fuelGas,fuelGasUom,fuelGasMass,fuelGasMassUom
NAJvRigA,271301,2024,3,31,11819.03444,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,262438.9233,Sm3,5856,t
NAJvRigA,271301,2024,3,30,10990.56992,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,265759.1086,Sm3,5856,t
NAJvRigA,271301,2024,3,29,17493.18874,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,189813.8692,Sm3,5856,t
NAJvRigA,271301,2024,3,28,17153.8504,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,153429.3363,Sm3,5856,t
NAJvRigA,271301,2024,3,27,11634.67952,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,194608.88,Sm3,5856,t
NAJvRigA,271301,2024,3,26,12602.14756,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,180486.0808,Sm3,5856,t
NAJvRigA,271301,2024,3,25,13299.48114,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,196646.7942,Sm3,5856,t
NAJvRigA,271301,2024,3,24,14717.18228,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,252966.2912,Sm3,5856,t
NAJvRigA,271301,2024,3,23,13337.77003,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,199342.0651,Sm3,5856,t
NAJvRigA,271301,2024,3,22,16032.76,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,177064.5204,Sm3,5856,t
NAJvRigA,271301,2024,3,21,13124.75797,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,210172.7281,Sm3,5856,t
NAJvRigA,271301,2024,3,20,16394.08199,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,166160.7236,Sm3,5856,t
NAJvRigA,271301,2024,3,19,11663.10865,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,212540.0216,Sm3,5856,t
NAJvRigA,271301,2024,3,18,14715.86043,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,251134.3936,Sm3,5856,t
NAJvRigA,271301,2024,3,17,17939.17947,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,223681.7108,Sm3,5856,t
NAJvRigA,271301,2024,3,16,13041.08141,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,240316.4819,Sm3,5856,t
NAJvRigA,271301,2024,3,15,12470.51165,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,207850.2236,Sm3,5856,t
NAJvRigA,271301,2024,3,14,16242.03021,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,207500.5749,Sm3,5856,t
NAJvRigA,271301,2024,3,13,10695.5,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,257717.662,Sm3,5856,t
NAJvRigA,271301,2024,3,12,16710.67782,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,186157.4294,Sm3,5856,t
NAJvRigA,271301,2024,3,11,12267.82357,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,271927.5778,Sm3,5856,t
NAJvRigA,271301,2024,3,10,10766.2421,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,159209.327,Sm3,5856,t
NAJvRigA,271301,2024,3,9,12979.37593,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,154576.0698,Sm3,5856,t
NAJvRigA,271301,2024,3,8,15435.35386,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,165770.9375,Sm3,5856,t
NAJvRigA,271301,2024,3,7,10557.04527,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,277634.5196,Sm3,5856,t
NAJvRigA,271301,2024,3,6,10113.62229,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,266481.7532,Sm3,5856,t
NAJvRigA,271301,2024,3,5,12439.0319,Sm3, ,t,0,Sm3,0,Sm3, ,t,0,L,192725.8537,Sm3,5856,t
